date,tmax,tmin,precip
1980-04-11 03:00:00+00:00,28.9295,20.2295,3.5
1980-04-12 03:00:00+00:00,28.4795,20.9795,1.8000001
1980-04-13 03:00:00+00:00,28.629501,19.5295,3.4
1980-04-14 03:00:00+00:00,26.6795,20.0295,11.0
1980-04-15 03:00:00+00:00,23.7795,19.829498,14.800001
1980-04-16 03:00:00+00:00,25.9295,17.829498,0.4
1980-04-17 03:00:00+00:00,27.2795,18.879501,0.0
1980-04-18 03:00:00+00:00,27.379501,19.2795,0.0
1980-04-19 03:00:00+00:00,27.9295,19.1795,0.0
1980-04-20 03:00:00+00:00,27.879501,16.329498,0.0
1980-04-21 03:00:00+00:00,28.1795,15.8795,0.0
1980-04-22 03:00:00+00:00,28.4295,17.879501,0.0
1980-04-23 03:00:00+00:00,28.4295,16.9295,0.0
1980-04-24 03:00:00+00:00,27.879501,16.129501,0.0
1980-04-25 03:00:00+00:00,27.0295,15.4295,0.0
1980-04-26 03:00:00+00:00,26.4795,19.1795,0.0
1980-04-27 03:00:00+00:00,26.329498,16.5295,0.0
1980-04-28 03:00:00+00:00,27.829498,15.9795,0.0
1980-04-29 03:00:00+00:00,27.7795,17.0295,0.0
1980-04-30 03:00:00+00:00,27.2295,16.129501,0.0
1980-05-01 03:00:00+00:00,28.7795,15.0795,0.0
1980-05-02 03:00:00+00:00,22.079498,17.9795,1.7
1980-05-03 03:00:00+00:00,17.879501,15.9795,7.6
1980-05-04 03:00:00+00:00,21.7295,13.9295,0.0
1980-05-05 03:00:00+00:00,25.5295,10.1795,0.0
1980-05-06 03:00:00+00:00,27.9295,10.9795,0.0
1980-05-07 03:00:00+00:00,28.2795,12.1295,0.0
1980-05-08 03:00:00+00:00,28.5295,14.4295,0.0
1980-05-09 03:00:00+00:00,29.129501,16.4795,0.0
1980-05-10 03:00:00+00:00,29.2295,19.0295,0.0
1980-05-11 03:00:00+00:00,29.4295,17.379501,3.0
1980-05-12 03:00:00+00:00,28.1795,17.4295,2.6000001
1980-05-13 03:00:00+00:00,28.079498,17.4795,0.4
1980-05-14 03:00:00+00:00,26.329498,17.9295,0.0
1980-05-15 03:00:00+00:00,27.1795,16.2295,0.4
1980-05-16 03:00:00+00:00,26.7795,15.2795,0.5
1980-05-17 03:00:00+00:00,27.0295,15.4795,0.1
1980-05-18 03:00:00+00:00,27.4795,16.7295,0.0
1980-05-19 03:00:00+00:00,28.579498,16.129501,0.0
1980-05-20 03:00:00+00:00,29.0295,17.0295,0.0
1980-05-21 03:00:00+00:00,29.9295,19.4795,0.0
1980-05-22 03:00:00+00:00,24.629501,19.329498,0.6
1980-05-23 03:00:00+00:00,25.2295,17.579498,0.4
1980-05-24 03:00:00+00:00,26.4295,17.7295,0.0
1980-05-25 03:00:00+00:00,28.129501,16.0295,0.0
1980-05-26 03:00:00+00:00,27.6795,16.629501,0.0
1980-05-27 03:00:00+00:00,27.9295,16.2295,0.0
1980-05-28 03:00:00+00:00,27.1795,15.9795,0.0
1980-05-29 03:00:00+00:00,26.379501,19.0295,0.0
1980-05-30 03:00:00+00:00,27.4295,16.0295,0.0
1980-05-31 03:00:00+00:00,27.129501,15.0295,0.0
1980-06-01 03:00:00+00:00,27.629501,14.4795,0.0
1980-06-02 03:00:00+00:00,26.9795,14.2795,0.4
1980-06-03 03:00:00+00:00,22.329498,16.5295,2.4
1980-06-04 03:00:00+00:00,22.2795,15.8795,0.1
1980-06-05 03:00:00+00:00,25.079498,15.2295,0.4
1980-06-06 03:00:00+00:00,26.2795,17.6795,0.0
1980-06-07 03:00:00+00:00,26.9795,15.3795,0.0
1980-06-08 03:00:00+00:00,27.379501,16.4295,0.0
1980-06-09 03:00:00+00:00,26.629501,15.0295,0.0
1980-06-10 03:00:00+00:00,26.7795,14.2795,0.0
1980-06-11 03:00:00+00:00,26.079498,14.8795,0.0
1980-06-12 03:00:00+00:00,26.2795,15.2295,0.0
1980-06-13 03:00:00+00:00,29.2295,16.7295,0.0
1980-06-14 03:00:00+00:00,19.7295,12.2795,2.8999999
1980-06-15 03:00:00+00:00,22.7295,8.7795,0.0
1980-06-16 03:00:00+00:00,25.0295,13.2795,0.0
1980-06-17 03:00:00+00:00,24.4295,12.9295,0.0
1980-06-18 03:00:00+00:00,23.879501,10.7795,0.0
1980-06-19 03:00:00+00:00,23.9295,12.8295,0.0
1980-06-20 03:00:00+00:00,24.579498,12.4295,0.0
1980-06-21 03:00:00+00:00,23.7795,13.6795,1.7
1980-06-22 03:00:00+00:00,20.9795,13.6795,0.90000004
1980-06-23 03:00:00+00:00,22.6795,11.5295,0.0
1980-06-24 03:00:00+00:00,27.7295,15.0295,0.0
1980-06-25 03:00:00+00:00,27.329498,19.0295,5.8
1980-06-26 03:00:00+00:00,19.6795,17.2295,20.4
1980-06-27 03:00:00+00:00,19.4295,14.2295,0.5
1980-06-28 03:00:00+00:00,25.129501,12.6795,0.0
1980-06-29 03:00:00+00:00,25.829498,13.7295,0.0
1980-06-30 03:00:00+00:00,25.379501,13.1295,0.0
1980-07-01 03:00:00+00:00,26.129501,13.0795,0.0
1980-07-02 03:00:00+00:00,25.129501,12.0295,0.0
1980-07-03 03:00:00+00:00,20.879501,14.9295,0.1
1980-07-04 03:00:00+00:00,22.7295,14.0295,0.0
1980-07-05 03:00:00+00:00,24.0295,13.8295,0.0
1980-07-06 03:00:00+00:00,24.7795,15.3295,0.0
1980-07-07 03:00:00+00:00,25.2295,14.7295,0.0
1980-07-08 03:00:00+00:00,24.9795,14.7795,0.0
1980-07-09 03:00:00+00:00,25.329498,14.4795,0.0
1980-07-10 03:00:00+00:00,25.7795,12.6795,0.0
1980-07-11 03:00:00+00:00,26.4295,13.9295,0.0
1980-07-12 03:00:00+00:00,26.6795,13.2795,0.0
1980-07-13 03:00:00+00:00,26.9295,13.7795,0.0
1980-07-14 03:00:00+00:00,27.7295,16.7295,0.0
1980-07-15 03:00:00+00:00,25.7295,16.1795,0.0
1980-07-16 03:00:00+00:00,26.7795,15.3795,0.0
1980-07-17 03:00:00+00:00,27.7295,16.579498,0.0
1980-07-18 03:00:00+00:00,28.379501,14.7795,0.0
1980-07-19 03:00:00+00:00,28.5295,15.1795,0.0
1980-07-20 03:00:00+00:00,28.879501,15.0795,0.0
1980-07-21 03:00:00+00:00,29.2795,14.2295,0.0
1980-07-22 03:00:00+00:00,29.079498,17.329498,0.0
1980-07-23 03:00:00+00:00,28.2295,15.3795,0.0
1980-07-24 03:00:00+00:00,28.2295,16.379501,0.0
1980-07-25 03:00:00+00:00,27.9295,17.7795,0.0
1980-07-26 03:00:00+00:00,28.9295,16.7795,0.0
1980-07-27 03:00:00+00:00,29.6795,18.2295,0.0
1980-07-28 03:00:00+00:00,30.2295,16.579498,0.0
1980-07-29 03:00:00+00:00,29.5295,17.9295,0.0
1980-07-30 03:00:00+00:00,30.829498,18.129501,1.0
1980-07-31 03:00:00+00:00,21.6795,15.6295,4.9
1980-08-01 03:00:00+00:00,26.7295,15.1295,0.0
1980-08-02 03:00:00+00:00,26.7795,16.129501,0.0
1980-08-03 03:00:00+00:00,27.379501,15.2295,0.0
1980-08-04 03:00:00+00:00,26.5295,17.379501,0.0
1980-08-05 03:00:00+00:00,27.7295,16.4795,0.0
1980-08-06 03:00:00+00:00,26.2295,17.4295,4.2999997
